Hospitalizations - Total,Cases - Total,Deaths - Total,Date,average_temperature,humidity_level,public_health_measures_index,vaccination_rate,population_density,healthcare_capacity,air_quality_index,average_age_of_cases,comorbidity_prevalence,economic_activity_index
2.0,25,0,04/07/2024,,,,,,,,,,
33.0,1103,2,05/20/2022,,,,,,,,,,
7.0,65,1,05/06/2023,,,,,,,,,,
9.0,35,0,04/09/2024,,,,,,,,,,
16.0,113,0,01/27/2024,,,,,,,,,,
10.0,38,0,05/02/2024,,,,,,,,,,
1.0,2,0,05/17/2024,,,,,,,,,,
6.0,38,0,05/10/2024,,,,,,,,,,
,17,0,05/16/2024,,,,,,,,,,
23.0,1711,0,05/10/2022,,,,,,,,,,
31.0,203,4,01/06/2024,,,,,,,,,,
20.0,152,1,01/15/2023,,,,,,,,,,
14.0,275,2,03/21/2022,,,,,,,,,,
25.0,197,1,01/18/2024,,,,,,,,,,
8.0,54,1,04/15/2024,,,,,,,,,,
20.0,137,1,04/26/2023,,,,,,,,,,
10.0,52,0,03/10/2024,,,,,,,,,,
3.0,36,0,05/08/2024,,,,,,,,,,
28.0,432,2,08/12/2020,,,,,,,,,,
3.0,29,1,04/27/2024,,,,,,,,,,
37.0,799,1,08/10/2022,,,,,,,,,,
12.0,69,5,10/07/2023,,,,,,,,,,
2.0,74,0,06/21/2023,,,,,,,,,,
811.0,1639,0,,,,,,,,,,,
7.0,50,0,04/10/2024,,,,,,,,,,
50.0,531,7,04/23/2021,,,,,,,,,,
6.0,47,0,05/14/2024,,,,,,,,,,
8.0,43,1,03/24/2024,,,,,,,,,,
10.0,55,0,05/13/2024,,,,,,,,,,
27.0,732,1,07/01/2022,,,,,,,,,,
27.0,530,1,06/11/2022,,,,,,,,,,
10.0,90,2,02/17/2024,,,,,,,,,,
182.0,4041,34,01/12/2022,,,,,,,,,,
244.0,9237,17,12/27/2021,,,,,,,,,,
20.0,96,0,01/28/2024,,,,,,,,,,
2.0,32,0,05/11/2024,,,,,,,,,,
7.0,38,0,04/25/2024,,,,,,,,,,
54.0,316,7,04/18/2021,,,,,,,,,,
25.0,727,1,05/15/2022,,,,,,,,,,
9.0,33,0,04/06/2024,,,,,,,,,,
3.0,53,0,05/06/2024,,,,,,,,,,
1.0,26,0,04/28/2024,,,,,,,,,,
7.0,53,1,05/07/2024,,,,,,,,,,
44.0,371,0,12/26/2023,,,,,,,,,,
5.0,50,0,04/24/2024,,,,,,,,,,
6.0,60,0,04/30/2024,,,,,,,,,,
64.0,1028,16,01/27/2022,,,,,,,,,,
6.0,56,0,04/30/2023,,,,,,,,,,
256.0,8184,15,12/30/2021,,,,,,,,,,
35.0,1264,2,05/13/2022,,,,,,,,,,
19.0,96,1,02/03/2024,,,,,,,,,,
41.0,964,5,07/12/2022,,,,,,,,,,
19.0,305,5,11/07/2021,,,,,,,,,,
19.0,168,0,01/07/2024,,,,,,,,,,
8.0,46,5,06/12/2021,,,,,,,,,,
20.0,197,1,01/29/2024,,,,,,,,,,
25.0,1319,0,05/24/2022,,,,,,,,,,
136.0,7146,18,12/23/2021,,,,,,,,,,
25.0,363,1,12/15/2023,,,,,,,,,,
6.0,39,0,04/18/2024,,,,,,,,,,
3.0,37,1,06/04/2023,,,,,,,,,,
109.0,2584,12,12/19/2021,,,,,,,,,,
57.0,529,4,12/29/2022,,,,,,,,,,
40.0,317,0,01/05/2024,,,,,,,,,,
6.0,79,0,04/29/2023,,,,,,,,,,
41.0,976,0,06/29/2022,,,,,,,,,,
44.0,535,1,08/06/2022,,,,,,,,,,
1.0,33,0,05/09/2024,,,,,,,,,,
19.0,138,0,10/02/2023,,,,,,,,,,
42.0,1117,0,07/05/2022,,,,,,,,,,
11.0,49,0,03/21/2024,,,,,,,,,,
34.0,510,0,11/16/2022,,,,,,,,,,
7.0,409,0,04/23/2022,,,,,,,,,,
4.0,45,0,04/29/2024,,,,,,,,,,
6.0,50,0,05/15/2024,,,,,,,,,,
2.0,32,0,05/12/2024,,,,,,,,,,
20.0,233,4,09/26/2020,,,,,,,,,,
195.0,1872,21,01/01/2022,,,,,,,,,,
14.0,144,1,10/03/2023,,,,,,,,,,
58.0,838,3,04/07/2021,,,,,,,,,,
11.0,108,2,10/01/2023,,,,,,,,,,
22.0,336,0,09/28/2022,,,,,,,,,,
17.0,280,2,10/30/2021,,,,,,,,,,
33.0,523,1,12/22/2022,,,,,,,,,,
175.0,1321,56,04/28/2020,,,,,,,,,,
29.0,668,4,10/09/2020,,,,,,,,,,
8.0,215,1,04/03/2022,,,,,,,,,,
62.0,1109,18,01/13/2021,,,,,,,,,,
1.0,15,1,06/27/2021,,,,,,,,,,
36.0,630,9,11/18/2021,,,,,,,,,,
163.0,1457,19,12/25/2021,,,,,,,,,,
48.0,403,8,02/05/2021,,,,,,,,,,
198.0,583,22,04/06/2020,,,,,,,,,,
4.0,45,0,07/07/2023,,,,,,,,,,
7.0,73,2,07/07/2021,,,,,,,,,,
41.0,596,5,08/30/2021,,,,,,,,,,
10.0,81,0,08/04/2023,,,,,,,,,,
20.0,317,1,09/30/2022,,,,,,,,,,
13.0,162,0,02/14/2024,,,,,,,,,,
31.0,442,0,09/19/2022,,,,,,,,,,
24.0,178,4,10/16/2021,,,,,,,,,,
35.0,419,2,12/20/2023,,,,,,,,,,
30.0,531,0,11/02/2022,,,,,,,,,,
15.0,142,1,08/19/2023,,,,,,,,,,
21.0,352,1,09/15/2020,,,,,,,,,,
20.0,360,0,10/06/2022,,,,,,,,,,
26.0,309,2,08/29/2021,,,,,,,,,,
17.0,166,1,04/14/2023,,,,,,,,,,
2.0,49,0,06/09/2023,,,,,,,,,,
34.0,291,23,02/06/2022,,,,,,,,,,
23.0,288,2,11/30/2023,,,,,,,,,,
50.0,280,21,06/03/2020,,,,,,,,,,
46.0,483,6,05/05/2021,,,,,,,,,,
52.0,392,15,01/17/2021,,,,,,,,,,
15.0,195,1,02/06/2024,,,,,,,,,,
44.0,177,7,05/15/2021,,,,,,,,,,
26.0,280,2,02/22/2022,,,,,,,,,,
27.0,471,3,11/05/2021,,,,,,,,,,
11.0,141,1,11/03/2023,,,,,,,,,,
21.0,187,0,02/05/2024,,,,,,,,,,
16.0,102,9,06/07/2021,,,,,,,,,,
43.0,399,6,05/10/2021,,,,,,,,,,
59.0,769,5,04/09/2021,,,,,,,,,,
28.0,1037,0,06/08/2022,,,,,,,,,,
46.0,188,3,11/25/2021,,,,,,,,,,
41.0,248,4,05/20/2021,,,,,,,,,,
21.0,188,1,02/12/2024,,,,,,,,,,
