EducAttain,SERIALNO,EST_Childcare,EST_Income,EST_HousingCost,EST_TransportCost,EST_HealthCareCost,EST_FoodCost,EST_WorkHoursPerWeek,EST_ParentEducationLevel,EST_SchoolQualityIndex,EST_PublicAssistanceRecipients,EST_HomeOwnershipStatus,EST_CommunitySafetyIndex,EST_PublicTransportAccess,EST_NonWorkDaysPerYear,EST_SchoolAttendanceRate
2.0,1029912,0.0,,,,,,,,,,,,,,
4.0,1029912,0.0,,,,,,,,,,,,,,
3.0,1030005,Other,,,,,,,,,,,,,,
1.0,1030005,Other,,,,,,,,,,,,,,
,1030005,Other,,,,,,,,,,,,,,
4.0,1030025,0.0,,,,,,,,,,,,,,
3.0,1030025,0.0,,,,,,,,,,,,,,
2.0,1030035,0.0,,,,,,,,,,,,,,
1.0,1030035,0.0,,,,,,,,,,,,,,
1.0,1030035,0.0,,,,,,,,,,,,,,
1.0,1030035,0.0,,,,,,,,,,,,,,
4.0,1030069,0.0,,,,,,,,,,,,,,
1.0,1030069,0.0,,,,,,,,,,,,,,
4.0,1030116,0.0,,,,,,,,,,,,,,
2.0,1030141,0.0,,,,,,,,,,,,,,
1.0,1030320,0.0,,,,,,,,,,,,,,
1.0,1030320,0.0,,,,,,,,,,,,,,
1.0,1030320,0.0,,,,,,,,,,,,,,
1.0,1030320,0.0,,,,,,,,,,,,,,
1.0,1030320,0.0,,,,,,,,,,,,,,
2.0,1030320,0.0,,,,,,,,,,,,,,
4.0,1030321,0.0,,,,,,,,,,,,,,
4.0,1030513,0.0,,,,,,,,,,,,,,
3.0,1030513,0.0,,,,,,,,,,,,,,
4.0,1030536,0.0,,,,,,,,,,,,,,
3.0,1030559,0.0,,,,,,,,,,,,,,
3.0,1030626,0.0,,,,,,,,,,,,,,
1.0,1030658,0.0,,,,,,,,,,,,,,
2.0,1030658,0.0,,,,,,,,,,,,,,
2.0,1030658,0.0,,,,,,,,,,,,,,
2.0,1030658,0.0,,,,,,,,,,,,,,
2.0,1030658,0.0,,,,,,,,,,,,,,
4.0,1030692,0.0,,,,,,,,,,,,,,
4.0,1030692,0.0,,,,,,,,,,,,,,
1.0,1030692,0.0,,,,,,,,,,,,,,
1.0,1030692,0.0,,,,,,,,,,,,,,
1.0,1030742,0.0,,,,,,,,,,,,,,
4.0,1030742,0.0,,,,,,,,,,,,,,
1.0,1030742,0.0,,,,,,,,,,,,,,
4.0,1030784,0.0,,,,,,,,,,,,,,
4.0,1030838,0.0,,,,,,,,,,,,,,
4.0,1030838,0.0,,,,,,,,,,,,,,
1.0,1030838,0.0,,,,,,,,,,,,,,
4.0,1030850,Other,,,,,,,,,,,,,,
1.0,1030850,Other,,,,,,,,,,,,,,
4.0,1030871,0.0,,,,,,,,,,,,,,
4.0,1030871,0.0,,,,,,,,,,,,,,
3.0,1030897,0.0,,,,,,,,,,,,,,
2.0,1030907,0.0,,,,,,,,,,,,,,
1.0,1030907,0.0,,,,,,,,,,,,,,
4.0,1030977,0.0,,,,,,,,,,,,,,
4.0,1030977,0.0,,,,,,,,,,,,,,
1.0,1030984,0.0,,,,,,,,,,,,,,
2.0,1031051,0.0,,,,,,,,,,,,,,
4.0,1031103,0.0,,,,,,,,,,,,,,
4.0,1031197,0.0,,,,,,,,,,,,,,
1.0,1031197,0.0,,,,,,,,,,,,,,
1.0,1031239,0.0,,,,,,,,,,,,,,
1.0,1031239,0.0,,,,,,,,,,,,,,
4.0,1031291,0.0,,,,,,,,,,,,,,
3.0,1031291,0.0,,,,,,,,,,,,,,
1.0,1031291,0.0,,,,,,,,,,,,,,
1.0,1031291,0.0,,,,,,,,,,,,,,
3.0,1031296,0.0,,,,,,,,,,,,,,
1.0,1031296,0.0,,,,,,,,,,,,,,
1.0,1031296,0.0,,,,,,,,,,,,,,
1.0,1031296,0.0,,,,,,,,,,,,,,
2.0,1031296,0.0,,,,,,,,,,,,,,
4.0,1031310,Other,,,,,,,,,,,,,,
1.0,1031310,Other,,,,,,,,,,,,,,
1.0,1031310,Other,,,,,,,,,,,,,,
2.0,1031396,0.0,,,,,,,,,,,,,,
2.0,1031396,0.0,,,,,,,,,,,,,,
2.0,1031396,0.0,,,,,,,,,,,,,,
1.0,1031396,0.0,,,,,,,,,,,,,,
4.0,1031397,Other,,,,,,,,,,,,,,
4.0,1031397,Other,,,,,,,,,,,,,,
1.0,1031397,Other,,,,,,,,,,,,,,
1.0,1031397,Other,,,,,,,,,,,,,,
1.0,1031397,Other,,,,,,,,,,,,,,
,1031397,Other,,,,,,,,,,,,,,
4.0,1031680,Other,,,,,,,,,,,,,,
4.0,1031680,Other,,,,,,,,,,,,,,
,1031680,Other,,,,,,,,,,,,,,
4.0,1031724,Other,,,,,,,,,,,,,,
4.0,1031724,Other,,,,,,,,,,,,,,
1.0,1031724,Other,,,,,,,,,,,,,,
1.0,1031724,Other,,,,,,,,,,,,,,
3.0,1031815,0.0,,,,,,,,,,,,,,
2.0,1031815,0.0,,,,,,,,,,,,,,
3.0,1031815,0.0,,,,,,,,,,,,,,
3.0,1031815,0.0,,,,,,,,,,,,,,
4.0,1031932,0.0,,,,,,,,,,,,,,
3.0,1031970,0.0,,,,,,,,,,,,,,
2.0,1031984,0.0,,,,,,,,,,,,,,
1.0,1031984,0.0,,,,,,,,,,,,,,
4.0,1031984,0.0,,,,,,,,,,,,,,
1.0,1031984,0.0,,,,,,,,,,,,,,
3.0,1032076,0.0,,,,,,,,,,,,,,
1.0,1032076,0.0,,,,,,,,,,,,,,
1.0,1032140,0.0,,,,,,,,,,,,,,
1.0,1032140,0.0,,,,,,,,,,,,,,
1.0,1032140,0.0,,,,,,,,,,,,,,
1.0,1032140,0.0,,,,,,,,,,,,,,
4.0,1032252,0.0,,,,,,,,,,,,,,
3.0,1032265,0.0,,,,,,,,,,,,,,
4.0,1032265,0.0,,,,,,,,,,,,,,
3.0,1032265,0.0,,,,,,,,,,,,,,
3.0,1032658,0.0,,,,,,,,,,,,,,
3.0,1032658,0.0,,,,,,,,,,,,,,
1.0,1032658,0.0,,,,,,,,,,,,,,
1.0,1032658,0.0,,,,,,,,,,,,,,
4.0,1032658,0.0,,,,,,,,,,,,,,
1.0,1032658,0.0,,,,,,,,,,,,,,
1.0,1032658,0.0,,,,,,,,,,,,,,
2.0,1032658,0.0,,,,,,,,,,,,,,
2.0,1032658,0.0,,,,,,,,,,,,,,
2.0,1032718,0.0,,,,,,,,,,,,,,
2.0,1032718,0.0,,,,,,,,,,,,,,
1.0,1032718,0.0,,,,,,,,,,,,,,
1.0,1032718,0.0,,,,,,,,,,,,,,
3.0,1032728,0.0,,,,,,,,,,,,,,
2.0,1032728,0.0,,,,,,,,,,,,,,
1.0,1032728,0.0,,,,,,,,,,,,,,
2.0,1032728,0.0,,,,,,,,,,,,,,
1.0,1032728,0.0,,,,,,,,,,,,,,
3.0,1032748,0.0,,,,,,,,,,,,,,
2.0,1032748,0.0,,,,,,,,,,,,,,
3.0,1032748,0.0,,,,,,,,,,,,,,
4.0,1032748,0.0,,,,,,,,,,,,,,
3.0,1032748,0.0,,,,,,,,,,,,,,
4.0,1032748,0.0,,,,,,,,,,,,,,
4.0,1032757,0.0,,,,,,,,,,,,,,
4.0,1032803,0.0,,,,,,,,,,,,,,
4.0,1032840,0.0,,,,,,,,,,,,,,
4.0,1032840,0.0,,,,,,,,,,,,,,
4.0,1032918,0.0,,,,,,,,,,,,,,
4.0,1033001,0.0,,,,,,,,,,,,,,
3.0,1033001,0.0,,,,,,,,,,,,,,
4.0,1033041,0.0,,,,,,,,,,,,,,
4.0,1033041,0.0,,,,,,,,,,,,,,
3.0,1033041,0.0,,,,,,,,,,,,,,
1.0,1033041,0.0,,,,,,,,,,,,,,
1.0,1033041,0.0,,,,,,,,,,,,,,
4.0,1033041,0.0,,,,,,,,,,,,,,
4.0,1033072,Other,,,,,,,,,,,,,,
4.0,1033072,Other,,,,,,,,,,,,,,
1.0,1033072,Other,,,,,,,,,,,,,,
4.0,1033072,Other,,,,,,,,,,,,,,
4.0,1033086,0.0,,,,,,,,,,,,,,
4.0,1033206,Other,,,,,,,,,,,,,,
4.0,1033206,Other,,,,,,,,,,,,,,
1.0,1033206,Other,,,,,,,,,,,,,,
1.0,1033206,Other,,,,,,,,,,,,,,
4.0,1033358,0.0,,,,,,,,,,,,,,
3.0,1033358,0.0,,,,,,,,,,,,,,
3.0,1033358,0.0,,,,,,,,,,,,,,
1.0,1033358,0.0,,,,,,,,,,,,,,
4.0,1033373,0.0,,,,,,,,,,,,,,
2.0,1033373,0.0,,,,,,,,,,,,,,
4.0,1033393,0.0,,,,,,,,,,,,,,
4.0,1033393,0.0,,,,,,,,,,,,,,
2.0,1033393,0.0,,,,,,,,,,,,,,
1.0,1033393,0.0,,,,,,,,,,,,,,
4.0,1033477,0.0,,,,,,,,,,,,,,
4.0,1033518,0.0,,,,,,,,,,,,,,
3.0,1033518,0.0,,,,,,,,,,,,,,
3.0,1033724,0.0,,,,,,,,,,,,,,
4.0,1033724,0.0,,,,,,,,,,,,,,
4.0,1033740,0.0,,,,,,,,,,,,,,
4.0,1033752,0.0,,,,,,,,,,,,,,
4.0,1033752,0.0,,,,,,,,,,,,,,
4.0,1033752,0.0,,,,,,,,,,,,,,
4.0,1033761,Other,,,,,,,,,,,,,,
3.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
1.0,1033761,Other,,,,,,,,,,,,,,
,1033761,Other,,,,,,,,,,,,,,
4.0,1033948,0.0,,,,,,,,,,,,,,
1.0,1033948,0.0,,,,,,,,,,,,,,
2.0,1033959,0.0,,,,,,,,,,,,,,
4.0,1034034,0.0,,,,,,,,,,,,,,
3.0,1034034,0.0,,,,,,,,,,,,,,
3.0,1034037,0.0,,,,,,,,,,,,,,
3.0,1034037,0.0,,,,,,,,,,,,,,
2.0,1034037,0.0,,,,,,,,,,,,,,
3.0,1034064,Other,,,,,,,,,,,,,,
4.0,1034064,Other,,,,,,,,,,,,,,
1.0,1034064,Other,,,,,,,,,,,,,,
1.0,1034064,Other,,,,,,,,,,,,,,
4.0,1034215,0.0,,,,,,,,,,,,,,
4.0,1034215,0.0,,,,,,,,,,,,,,
4.0,1034215,0.0,,,,,,,,,,,,,,
4.0,1034215,0.0,,,,,,,,,,,,,,
4.0,1034215,0.0,,,,,,,,,,,,,,
1.0,1034404,0.0,,,,,,,,,,,,,,
3.0,1034404,0.0,,,,,,,,,,,,,,
1.0,1034522,0.0,,,,,,,,,,,,,,
2.0,1034522,0.0,,,,,,,,,,,,,,
4.0,1034658,0.0,,,,,,,,,,,,,,
4.0,1034658,0.0,,,,,,,,,,,,,,
1.0,1034658,0.0,,,,,,,,,,,,,,
1.0,1034658,0.0,,,,,,,,,,,,,,
1.0,1034658,0.0,,,,,,,,,,,,,,
1.0,1034676,0.0,,,,,,,,,,,,,,
3.0,1034676,0.0,,,,,,,,,,,,,,
1.0,1034676,0.0,,,,,,,,,,,,,,
3.0,1034758,0.0,,,,,,,,,,,,,,
4.0,1034761,0.0,,,,,,,,,,,,,,
4.0,1034761,0.0,,,,,,,,,,,,,,
2.0,1034769,0.0,,,,,,,,,,,,,,
2.0,1034810,0.0,,,,,,,,,,,,,,
3.0,1034810,0.0,,,,,,,,,,,,,,
3.0,1034810,0.0,,,,,,,,,,,,,,
2.0,1034810,0.0,,,,,,,,,,,,,,
3.0,1034872,0.0,,,,,,,,,,,,,,
2.0,1034872,0.0,,,,,,,,,,,,,,
3.0,1034872,0.0,,,,,,,,,,,,,,
3.0,1034872,0.0,,,,,,,,,,,,,,
1.0,1034939,0.0,,,,,,,,,,,,,,
1.0,1034939,0.0,,,,,,,,,,,,,,
2.0,1034939,0.0,,,,,,,,,,,,,,
4.0,1034947,0.0,,,,,,,,,,,,,,
2.0,1034966,0.0,,,,,,,,,,,,,,
4.0,1035007,0.0,,,,,,,,,,,,,,
4.0,1035007,0.0,,,,,,,,,,,,,,
3.0,1035007,0.0,,,,,,,,,,,,,,
1.0,1035007,0.0,,,,,,,,,,,,,,
3.0,1035007,0.0,,,,,,,,,,,,,,
2.0,1035079,0.0,,,,,,,,,,,,,,
2.0,1035079,0.0,,,,,,,,,,,,,,
1.0,1035162,0.0,,,,,,,,,,,,,,
3.0,1035162,0.0,,,,,,,,,,,,,,
2.0,1035162,0.0,,,,,,,,,,,,,,
1.0,1035162,0.0,,,,,,,,,,,,,,
1.0,1035162,0.0,,,,,,,,,,,,,,
1.0,1035226,0.0,,,,,,,,,,,,,,
1.0,1035226,0.0,,,,,,,,,,,,,,
2.0,1035226,0.0,,,,,,,,,,,,,,
3.0,1035226,0.0,,,,,,,,,,,,,,
1.0,1035364,0.0,,,,,,,,,,,,,,
1.0,1035364,0.0,,,,,,,,,,,,,,
3.0,1035364,0.0,,,,,,,,,,,,,,
1.0,1035364,0.0,,,,,,,,,,,,,,
4.0,1035465,0.0,,,,,,,,,,,,,,
4.0,1035465,0.0,,,,,,,,,,,,,,
4.0,1035465,0.0,,,,,,,,,,,,,,
3.0,1035465,0.0,,,,,,,,,,,,,,
2.0,1035478,0.0,,,,,,,,,,,,,,
4.0,1035596,0.0,,,,,,,,,,,,,,
4.0,1035596,0.0,,,,,,,,,,,,,,
4.0,1035642,0.0,,,,,,,,,,,,,,
2.0,1035686,0.0,,,,,,,,,,,,,,
2.0,1035686,0.0,,,,,,,,,,,,,,
4.0,1035755,0.0,,,,,,,,,,,,,,
1.0,1035859,Other,,,,,,,,,,,,,,
1.0,1035859,Other,,,,,,,,,,,,,,
1.0,1035859,Other,,,,,,,,,,,,,,
,1035859,Other,,,,,,,,,,,,,,
4.0,1035875,0.0,,,,,,,,,,,,,,
4.0,1035911,0.0,,,,,,,,,,,,,,
2.0,1035911,0.0,,,,,,,,,,,,,,
3.0,1035911,0.0,,,,,,,,,,,,,,
4.0,1035911,0.0,,,,,,,,,,,,,,
2.0,1035911,0.0,,,,,,,,,,,,,,
4.0,1035911,0.0,,,,,,,,,,,,,,
4.0,1035961,0.0,,,,,,,,,,,,,,
3.0,1035961,0.0,,,,,,,,,,,,,,
2.0,1035961,0.0,,,,,,,,,,,,,,
4.0,1036108,0.0,,,,,,,,,,,,,,
2.0,1036108,0.0,,,,,,,,,,,,,,
4.0,1036108,0.0,,,,,,,,,,,,,,
1.0,1036140,Other,,,,,,,,,,,,,,
4.0,1036140,Other,,,,,,,,,,,,,,
1.0,1036140,Other,,,,,,,,,,,,,,
1.0,1036140,Other,,,,,,,,,,,,,,
,1036140,Other,,,,,,,,,,,,,,
4.0,1036145,0.0,,,,,,,,,,,,,,
2.0,1036195,0.0,,,,,,,,,,,,,,
1.0,1036195,0.0,,,,,,,,,,,,,,
1.0,1036195,0.0,,,,,,,,,,,,,,
1.0,1036195,0.0,,,,,,,,,,,,,,
,1036195,0.0,,,,,,,,,,,,,,
,1036195,0.0,,,,,,,,,,,,,,
2.0,1036195,0.0,,,,,,,,,,,,,,
2.0,1036195,0.0,,,,,,,,,,,,,,
1.0,1036195,0.0,,,,,,,,,,,,,,
3.0,1036271,0.0,,,,,,,,,,,,,,
3.0,1036271,0.0,,,,,,,,,,,,,,
4.0,1036271,0.0,,,,,,,,,,,,,,
3.0,1036281,0.0,,,,,,,,,,,,,,
4.0,1036281,0.0,,,,,,,,,,,,,,
1.0,1036281,0.0,,,,,,,,,,,,,,
1.0,1036281,0.0,,,,,,,,,,,,,,
2.0,1036287,0.0,,,,,,,,,,,,,,
3.0,1036287,0.0,,,,,,,,,,,,,,
2.0,1036366,0.0,,,,,,,,,,,,,,
4.0,1036366,0.0,,,,,,,,,,,,,,
4.0,1036394,Other,,,,,,,,,,,,,,
4.0,1036394,Other,,,,,,,,,,,,,,
1.0,1036394,Other,,,,,,,,,,,,,,
1.0,1036394,Other,,,,,,,,,,,,,,
1.0,1036394,Other,,,,,,,,,,,,,,
2.0,1036399,0.0,,,,,,,,,,,,,,
1.0,1036399,0.0,,,,,,,,,,,,,,
1.0,1036399,0.0,,,,,,,,,,,,,,
1.0,1036399,0.0,,,,,,,,,,,,,,
3.0,1036399,0.0,,,,,,,,,,,,,,
4.0,1036431,0.0,,,,,,,,,,,,,,
4.0,1036431,0.0,,,,,,,,,,,,,,
3.0,1036554,0.0,,,,,,,,,,,,,,
2.0,1036554,0.0,,,,,,,,,,,,,,
3.0,1036554,0.0,,,,,,,,,,,,,,
1.0,1036613,0.0,,,,,,,,,,,,,,
1.0,1036613,0.0,,,,,,,,,,,,,,
4.0,1036613,0.0,,,,,,,,,,,,,,
2.0,1036613,0.0,,,,,,,,,,,,,,
2.0,1036647,0.0,,,,,,,,,,,,,,
3.0,1036647,0.0,,,,,,,,,,,,,,
,1036647,0.0,,,,,,,,,,,,,,
4.0,1036726,0.0,,,,,,,,,,,,,,
4.0,1036795,0.0,,,,,,,,,,,,,,
3.0,1036795,0.0,,,,,,,,,,,,,,
2.0,1036835,0.0,,,,,,,,,,,,,,
3.0,1036835,0.0,,,,,,,,,,,,,,
4.0,1036856,0.0,,,,,,,,,,,,,,
4.0,1036856,0.0,,,,,,,,,,,,,,
2.0,1036977,0.0,,,,,,,,,,,,,,
3.0,1036977,0.0,,,,,,,,,,,,,,
1.0,1036977,0.0,,,,,,,,,,,,,,
1.0,1036977,0.0,,,,,,,,,,,,,,
1.0,1036977,0.0,,,,,,,,,,,,,,
4.0,1037076,0.0,,,,,,,,,,,,,,
1.0,1037076,0.0,,,,,,,,,,,,,,
3.0,1037150,0.0,,,,,,,,,,,,,,
1.0,1037150,0.0,,,,,,,,,,,,,,
4.0,1037190,0.0,,,,,,,,,,,,,,
4.0,1037192,0.0,,,,,,,,,,,,,,
3.0,1037192,0.0,,,,,,,,,,,,,,
1.0,1037192,0.0,,,,,,,,,,,,,,
1.0,1037192,0.0,,,,,,,,,,,,,,
1.0,1037192,0.0,,,,,,,,,,,,,,
4.0,1037330,0.0,,,,,,,,,,,,,,
4.0,1037330,0.0,,,,,,,,,,,,,,
1.0,1037330,0.0,,,,,,,,,,,,,,
1.0,1037330,0.0,,,,,,,,,,,,,,
4.0,1037362,0.0,,,,,,,,,,,,,,
4.0,1037362,0.0,,,,,,,,,,,,,,
3.0,1037440,0.0,,,,,,,,,,,,,,
4.0,1037444,0.0,,,,,,,,,,,,,,
4.0,1037447,0.0,,,,,,,,,,,,,,
4.0,1037447,0.0,,,,,,,,,,,,,,
1.0,1037447,0.0,,,,,,,,,,,,,,
4.0,1037614,0.0,,,,,,,,,,,,,,
3.0,1037614,0.0,,,,,,,,,,,,,,
2.0,1037642,0.0,,,,,,,,,,,,,,
2.0,1037686,0.0,,,,,,,,,,,,,,
2.0,1037686,0.0,,,,,,,,,,,,,,
2.0,1037686,0.0,,,,,,,,,,,,,,
2.0,1037686,0.0,,,,,,,,,,,,,,
3.0,1037707,0.0,,,,,,,,,,,,,,
3.0,1037707,0.0,,,,,,,,,,,,,,
1.0,1037730,0.0,,,,,,,,,,,,,,
3.0,1037730,0.0,,,,,,,,,,,,,,
3.0,1037730,0.0,,,,,,,,,,,,,,
4.0,1037730,0.0,,,,,,,,,,,,,,
4.0,1037805,0.0,,,,,,,,,,,,,,
1.0,1037805,0.0,,,,,,,,,,,,,,
1.0,1037805,0.0,,,,,,,,,,,,,,
1.0,1037805,0.0,,,,,,,,,,,,,,
1.0,1037805,0.0,,,,,,,,,,,,,,
,1037805,0.0,,,,,,,,,,,,,,
1.0,1037865,0.0,,,,,,,,,,,,,,
,1037865,0.0,,,,,,,,,,,,,,
4.0,1037890,0.0,,,,,,,,,,,,,,
2.0,1037890,0.0,,,,,,,,,,,,,,
3.0,1037890,0.0,,,,,,,,,,,,,,
1.0,1037890,0.0,,,,,,,,,,,,,,
1.0,1037890,0.0,,,,,,,,,,,,,,
,1037890,0.0,,,,,,,,,,,,,,
2.0,1037904,0.0,,,,,,,,,,,,,,
4.0,1037904,0.0,,,,,,,,,,,,,,
1.0,1037904,0.0,,,,,,,,,,,,,,
3.0,1037960,Other,,,,,,,,,,,,,,
4.0,1037960,Other,,,,,,,,,,,,,,
1.0,1037960,Other,,,,,,,,,,,,,,
1.0,1037964,0.0,,,,,,,,,,,,,,
1.0,1037964,0.0,,,,,,,,,,,,,,
4.0,1037967,0.0,,,,,,,,,,,,,,
3.0,1038024,0.0,,,,,,,,,,,,,,
4.0,1038037,0.0,,,,,,,,,,,,,,
4.0,1038037,0.0,,,,,,,,,,,,,,
4.0,1038116,0.0,,,,,,,,,,,,,,
4.0,1038124,0.0,,,,,,,,,,,,,,
2.0,1038124,0.0,,,,,,,,,,,,,,
3.0,1038124,0.0,,,,,,,,,,,,,,
4.0,1038174,0.0,,,,,,,,,,,,,,
4.0,1038174,0.0,,,,,,,,,,,,,,
3.0,1038227,0.0,,,,,,,,,,,,,,
4.0,1038236,Other,,,,,,,,,,,,,,
3.0,1038236,Other,,,,,,,,,,,,,,
1.0,1038236,Other,,,,,,,,,,,,,,
1.0,1038236,Other,,,,,,,,,,,,,,
4.0,1038236,Other,,,,,,,,,,,,,,
4.0,1038248,0.0,,,,,,,,,,,,,,
3.0,1038248,0.0,,,,,,,,,,,,,,
4.0,1038279,0.0,,,,,,,,,,,,,,
4.0,1038389,0.0,,,,,,,,,,,,,,
4.0,1038389,0.0,,,,,,,,,,,,,,
4.0,1038389,0.0,,,,,,,,,,,,,,
2.0,1038389,0.0,,,,,,,,,,,,,,
1.0,1038389,0.0,,,,,,,,,,,,,,
3.0,1038419,0.0,,,,,,,,,,,,,,
3.0,1038419,0.0,,,,,,,,,,,,,,
2.0,1038431,0.0,,,,,,,,,,,,,,
2.0,1038431,0.0,,,,,,,,,,,,,,
4.0,1038431,0.0,,,,,,,,,,,,,,
2.0,1038431,0.0,,,,,,,,,,,,,,
2.0,1038452,0.0,,,,,,,,,,,,,,
1.0,1038452,0.0,,,,,,,,,,,,,,
1.0,1038452,0.0,,,,,,,,,,,,,,
1.0,1038452,0.0,,,,,,,,,,,,,,
1.0,1038452,0.0,,,,,,,,,,,,,,
3.0,1038452,0.0,,,,,,,,,,,,,,
4.0,1038477,0.0,,,,,,,,,,,,,,
2.0,1038536,0.0,,,,,,,,,,,,,,
2.0,1038571,0.0,,,,,,,,,,,,,,
2.0,1038571,0.0,,,,,,,,,,,,,,
2.0,1038571,0.0,,,,,,,,,,,,,,
4.0,1038615,0.0,,,,,,,,,,,,,,
2.0,1038615,0.0,,,,,,,,,,,,,,
4.0,1038719,0.0,,,,,,,,,,,,,,
2.0,1038719,0.0,,,,,,,,,,,,,,
1.0,1038719,0.0,,,,,,,,,,,,,,
1.0,1038719,0.0,,,,,,,,,,,,,,
4.0,1038726,Other,,,,,,,,,,,,,,
4.0,1038726,Other,,,,,,,,,,,,,,
1.0,1038726,Other,,,,,,,,,,,,,,
,1038726,Other,,,,,,,,,,,,,,
4.0,1038995,0.0,,,,,,,,,,,,,,
1.0,1039005,0.0,,,,,,,,,,,,,,
2.0,1039056,0.0,,,,,,,,,,,,,,
2.0,1039063,0.0,,,,,,,,,,,,,,
2.0,1039063,0.0,,,,,,,,,,,,,,
3.0,1039067,0.0,,,,,,,,,,,,,,
3.0,1039192,0.0,,,,,,,,,,,,,,
1.0,1039211,Other,,,,,,,,,,,,,,
3.0,1039211,Other,,,,,,,,,,,,,,
3.0,1039211,Other,,,,,,,,,,,,,,
3.0,1039211,Other,,,,,,,,,,,,,,
1.0,1039211,Other,,,,,,,,,,,,,,
1.0,1039211,Other,,,,,,,,,,,,,,
1.0,1039238,0.0,,,,,,,,,,,,,,
2.0,1039238,0.0,,,,,,,,,,,,,,
2.0,1039238,0.0,,,,,,,,,,,,,,
2.0,1039238,0.0,,,,,,,,,,,,,,
1.0,1039250,0.0,,,,,,,,,,,,,,
1.0,1039282,0.0,,,,,,,,,,,,,,
2.0,1039333,0.0,,,,,,,,,,,,,,
2.0,1039342,0.0,,,,,,,,,,,,,,
1.0,1039383,0.0,,,,,,,,,,,,,,
3.0,1039383,0.0,,,,,,,,,,,,,,
1.0,1039425,0.0,,,,,,,,,,,,,,
2.0,1039425,0.0,,,,,,,,,,,,,,
2.0,1039536,0.0,,,,,,,,,,,,,,
4.0,1039601,Other,,,,,,,,,,,,,,
4.0,1039601,Other,,,,,,,,,,,,,,
1.0,1039601,Other,,,,,,,,,,,,,,
1.0,1039601,Other,,,,,,,,,,,,,,
4.0,1039667,0.0,,,,,,,,,,,,,,
2.0,1039902,0.0,,,,,,,,,,,,,,
4.0,1039967,0.0,,,,,,,,,,,,,,
3.0,1039979,0.0,,,,,,,,,,,,,,
1.0,1039979,0.0,,,,,,,,,,,,,,
1.0,1040017,0.0,,,,,,,,,,,,,,
1.0,1040017,0.0,,,,,,,,,,,,,,
3.0,1040017,0.0,,,,,,,,,,,,,,
1.0,1040017,0.0,,,,,,,,,,,,,,
4.0,1040126,0.0,,,,,,,,,,,,,,
4.0,1040126,0.0,,,,,,,,,,,,,,
4.0,1040142,0.0,,,,,,,,,,,,,,
4.0,1040142,0.0,,,,,,,,,,,,,,
3.0,1040174,0.0,,,,,,,,,,,,,,
4.0,1040174,0.0,,,,,,,,,,,,,,
2.0,1040174,0.0,,,,,,,,,,,,,,
4.0,1040174,0.0,,,,,,,,,,,,,,
1.0,1040174,0.0,,,,,,,,,,,,,,
2.0,1040183,0.0,,,,,,,,,,,,,,
4.0,1040203,0.0,,,,,,,,,,,,,,
3.0,1040203,0.0,,,,,,,,,,,,,,
,1040203,0.0,,,,,,,,,,,,,,
3.0,1040203,0.0,,,,,,,,,,,,,,
2.0,1040203,0.0,,,,,,,,,,,,,,
3.0,1040203,0.0,,,,,,,,,,,,,,
3.0,1040203,0.0,,,,,,,,,,,,,,
4.0,1040249,0.0,,,,,,,,,,,,,,
2.0,1040249,0.0,,,,,,,,,,,,,,
1.0,1040249,0.0,,,,,,,,,,,,,,
1.0,1040249,0.0,,,,,,,,,,,,,,
1.0,1040249,0.0,,,,,,,,,,,,,,
,1040249,0.0,,,,,,,,,,,,,,
3.0,1040354,0.0,,,,,,,,,,,,,,
3.0,1040354,0.0,,,,,,,,,,,,,,
3.0,1040426,0.0,,,,,,,,,,,,,,
3.0,1040426,0.0,,,,,,,,,,,,,,
3.0,1040426,0.0,,,,,,,,,,,,,,
1.0,1040426,0.0,,,,,,,,,,,,,,
1.0,1040429,0.0,,,,,,,,,,,,,,
3.0,1040429,0.0,,,,,,,,,,,,,,
1.0,1040429,0.0,,,,,,,,,,,,,,
1.0,1040429,0.0,,,,,,,,,,,,,,
3.0,1040471,0.0,,,,,,,,,,,,,,
4.0,1040514,0.0,,,,,,,,,,,,,,
2.0,1040523,0.0,,,,,,,,,,,,,,
2.0,1040523,0.0,,,,,,,,,,,,,,
3.0,1040591,0.0,,,,,,,,,,,,,,
4.0,1040591,0.0,,,,,,,,,,,,,,
1.0,1040591,0.0,,,,,,,,,,,,,,
1.0,1040591,0.0,,,,,,,,,,,,,,
2.0,1040591,0.0,,,,,,,,,,,,,,
3.0,1040780,0.0,,,,,,,,,,,,,,
4.0,1040972,0.0,,,,,,,,,,,,,,
4.0,1040972,0.0,,,,,,,,,,,,,,
4.0,1041113,0.0,,,,,,,,,,,,,,
4.0,1041113,0.0,,,,,,,,,,,,,,
2.0,1041113,0.0,,,,,,,,,,,,,,
2.0,1041113,0.0,,,,,,,,,,,,,,
2.0,1041298,0.0,,,,,,,,,,,,,,
4.0,1041307,0.0,,,,,,,,,,,,,,
1.0,1041307,0.0,,,,,,,,,,,,,,
